"No.","Time","Source","PHY","Protocol","Length","Delta time (\302\265s end to start)","SN","NESN","More Data","Event counter"
"3214","4.017","23:c9:ae:6c:08:e3","LE 1M","LE LL","37","3276\302\265s","","","","0"
"3215","4.018","23:c9:ae:6c:08:e3","LE 1M","LE LL","37","198\302\265s","","","","0"
"3216","4.019","23:c9:ae:6c:08:e3","LE 1M","LE LL","37","194\302\265s","","","","0"
"3217","4.021","SamsungE_1e:32:63","LE 1M","LE LL","37","2028\302\265s","","","","0"
"3218","4.025","ef:a4:2a:9e:32:43","LE 1M","LE LL","166","3868\302\265s","","","","0"
"3219","4.027","0e:22:ea:02:0f:bb","LE 1M","LE LL","37","670\302\265s","","","","0"
"3220","4.037","01:61:72:42:77:a7","LE 1M","LE LL","37","9712\302\265s","","","","0"
"3221","4.038","01:61:72:42:77:a7","LE 1M","LE LL","37","187\302\265s","","","","0"
"3222","4.039","01:61:72:42:77:a7","LE 1M","LE LL","37","194\302\265s","","","","0"
"3223","4.041","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1705\302\265s","","","","0"
"3224","4.041","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3225","4.041","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3226","4.043","00:7d:c4:73:eb:8d","LE 1M","LE LL","37","1541\302\265s","","","","0"
"3227","4.044","00:7d:c4:73:eb:8d","LE 1M","LE LL","37","181\302\265s","","","","0"
"3228","4.044","00:7d:c4:73:eb:8d","LE 1M","LE LL","37","179\302\265s","","","","0"
"3229","4.051","fa:0d:ac:60:77:f4","LE 1M","LE LL","34","6488\302\265s","","","","0"
"3230","4.052","0b:e4:57:5b:10:c6","LE 1M","LE LL","36","121\302\265s","","","","0"
"3231","4.053","fa:0d:ac:60:77:f4","LE 1M","LE LL","35","598\302\265s","","","","0"
"3232","4.060","55:01:2a:98:35:1d","LE 1M","LE LL","23","7062\302\265s","","","","0"
"3233","4.064","51:48:89:c2:ea:aa","LE 1M","LE LL","37","3332\302\265s","","","","0"
"3234","4.064","51:48:89:c2:ea:aa","LE 1M","LE LL","37","158\302\265s","","","","0"
"3235","4.067","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2313\302\265s","","","","0"
"3236","4.067","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3237","4.068","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3238","4.069","14:14:25:76:4d:47","LE 1M","LE LL","37","861\302\265s","","","","0"
"3239","4.069","14:14:25:76:4d:47","LE 1M","LE LL","37","180\302\265s","","","","0"
"3240","4.070","14:14:25:76:4d:47","LE 1M","LE LL","37","180\302\265s","","","","0"
"3241","4.073","SamsungE_1e:32:63","LE 1M","LE LL","37","2602\302\265s","","","","0"
"3242","4.074","SamsungE_1e:32:63","LE 1M","LE LL","37","561\302\265s","","","","0"
"3243","4.075","Anonymous","LE 1M","LE LL","37","562\302\265s","","","","0"
"3244","4.076","59:51:34:3a:99:17","LE 1M","LE LL","21","1168\302\265s","","","","0"
"3245","4.077","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3246","4.077","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3247","4.083","06:94:a3:57:80:5b","LE 1M","LE LL","37","5183\302\265s","","","","0"
"3248","4.090","17:79:cc:6c:ea:aa","LE 1M","LE LL","36","7138\302\265s","","","","0"
"3249","4.093","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1919\302\265s","","","","0"
"3250","4.098","SamsungE_1e:32:63","LE 1M","LE LL","37","5575\302\265s","","","","0"
"3251","4.102","c6:65:16:ca:be:8d","LE 1M","LE LL","35","3004\302\265s","","","","0"
"3252","4.106","7c:89:95:02:84:47","LE 1M","LE LL","24","3710\302\265s","","","","0"
"3253","4.113","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","6902\302\265s","","","","0"
"3254","4.114","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"3255","4.114","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3256","4.122","23:c9:ae:6c:08:e3","LE 1M","LE LL","37","7650\302\265s","","","","0"
"3257","4.122","23:c9:ae:6c:08:e3","LE 1M","LE LL","37","193\302\265s","","","","0"
"3258","4.123","23:c9:ae:6c:08:e3","LE 1M","LE LL","37","194\302\265s","","","","0"
"3259","4.128","0e:22:ea:02:0f:bb","LE 1M","LE LL","37","4703\302\265s","","","","0"
"3260","4.129","0e:22:ea:02:0f:bb","LE 1M","LE LL","37","211\302\265s","","","","0"
"3261","4.129","0e:22:ea:02:0f:bb","LE 1M","LE LL","37","194\302\265s","","","","0"
"3262","4.132","c6:db:b1:12:94:d2","LE 1M","LE LL","14","2399\302\265s","","","","0"
"3263","4.132","c6:db:b1:12:94:d2","LE 1M","LE LL","14","132\302\265s","","","","0"
"3264","4.133","c6:db:b1:12:94:d2","LE 1M","LE LL","14","131\302\265s","","","","0"
"3265","4.133","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","701\302\265s","","","","0"
"3266","4.142","01:61:72:42:77:a7","LE 1M","LE LL","37","8586\302\265s","","","","0"
"3267","4.143","01:61:72:42:77:a7","LE 1M","LE LL","37","194\302\265s","","","","0"
"3268","4.147","21:7a:9c:33:34:d4","LE 1M","LE LL","37","3761\302\265s","","","","0"
"3269","4.148","21:7a:9c:33:34:d4","LE 1M","LE LL","37","249\302\265s","","","","0"
"3270","4.148","21:7a:9c:33:34:d4","LE 1M","LE LL","37","249\302\265s","","","","0"
"3271","4.151","4d:be:63:3e:45:54","LE 1M","LE LL","25","1934\302\265s","","","","0"
"3272","4.151","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"3273","4.152","IntelCor_54:a9:15","LE 1M","LE LL","12","150\302\265s","","","","0"
"3274","4.152","4d:be:63:3e:45:54","LE 1M","LE LL","6","150\302\265s","","","","0"
"3275","4.152","4d:be:63:3e:45:54","LE 1M","LE LL","25","132\302\265s","","","","0"
"3276","4.157","fa:0d:ac:60:77:f4","LE 1M","LE LL","35","4265\302\265s","","","","0"
"3277","4.158","fa:0d:ac:60:77:f4","LE 1M","LE LL","35","360\302\265s","","","","0"
"3278","4.158","fa:0d:ac:60:77:f4","LE 1M","LE LL","35","360\302\265s","","","","0"
"3279","4.169","51:48:89:c2:ea:aa","LE 1M","LE LL","37","10750\302\265s","","","","0"
"3280","4.170","51:48:89:c2:ea:aa","LE 1M","LE LL","37","157\302\265s","","","","0"
"3281","4.170","51:48:89:c2:ea:aa","LE 1M","LE LL","37","157\302\265s","","","","0"
"3282","4.179","c7:67:27:7f:8a:dd","LE 1M","LE LL","14","8427\302\265s","","","","0"
"3283","4.180","c7:67:27:7f:8a:dd","LE 1M","LE LL","14","132\302\265s","","","","0"
"3284","4.180","c7:67:27:7f:8a:dd","LE 1M","LE LL","14","132\302\265s","","","","0"
"3285","4.181","SamsungE_1e:32:63","LE 1M","LE LL","37","930\302\265s","","","","0"
"3286","4.182","SamsungE_1f:32:63","LE 1M","LE LL","37","560\302\265s","","","","0"
"3287","4.183","SamsungE_1e:3a:63","LE 1M","LE LL","37","563\302\265s","","","","0"
"3288","4.184","08:9a:ba:f9:a8:35","LE 1M","LE LL","36","664\302\265s","","","","0"
"3289","4.184","08:9a:ba:f9:a8:35","LE 1M","LE LL","36","137\302\265s","","","","0"
"3290","4.193","06:94:a3:57:80:5b","LE 1M","LE LL","37","8623\302\265s","","","","0"
"3291","4.197","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3082\302\265s","","","","0"
"3292","4.197","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3293","4.198","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3294","4.201","2b:30:4f:37:6b:88","LE 1M","LE LL","34","3231\302\265s","","","","0"
"3295","4.202","2b:30:4f:37:6b:88","LE 1M","LE LL","34","132\302\265s","","","","0"
"3296","4.202","2b:30:4f:37:6b:88","LE 1M","LE LL","34","132\302\265s","","","","0"
"3297","4.205","7c:37:7d:f1:15:83","LE 1M","LE LL","24","2511\302\265s","","","","0"
"3298","4.206","7c:37:7d:f1:15:83","LE 1M","LE LL","24","398\302\265s","","","","0"
"3299","4.206","7c:37:7d:f1:15:83","LE 1M","LE LL","24","398\302\265s","","","","0"
"3300","4.219","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","12174\302\265s","","","","0"
"3301","4.219","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","367\302\265s","","","","0"
"3302","4.220","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","369\302\265s","","","","0"
"3303","4.224","23:c9:ae:6c:08:e3","LE 1M","LE LL","37","3398\302\265s","","","","0"
"3304","4.224","23:c9:ae:6c:08:e3","LE 1M","LE LL","37","198\302\265s","","","","0"
"3305","4.225","23:c9:ae:6c:08:e3","LE 1M","LE LL","37","194\302\265s","","","","0"
"3306","4.226","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","402\302\265s","","","","0"
"3307","4.226","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3308","4.226","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3309","4.232","0e:22:ea:02:0f:bb","LE 1M","LE LL","37","5118\302\265s","","","","0"
"3310","4.232","0e:22:ea:02:0f:bb","LE 1M","LE LL","37","201\302\265s","","","","0"
"3311","4.233","0e:22:ea:02:0f:bb","LE 1M","LE LL","37","194\302\265s","","","","0"
"3312","4.239","SamsungE_1e:32:63","LE 1M","LE LL","37","5817\302\265s","","","","0"
"3313","4.241","59:65:2f:65:e4:21","LE 1M","LE LL","24","1344\302\265s","","","","0"
"3314","4.241","59:65:2f:65:e4:11","LE 1M","LE LL","24","368\302\265s","","","","0"
"3315","4.249","82:e8:2c:83:3b:90","LE 1M","LE LL","35","7157\302\265s","","","","0"
"3316","4.250","82:e8:2c:83:3b:90","LE 1M","LE LL","35","360\302\265s","","","","0"
"3317","4.250","82:e8:2c:83:3b:90","LE 1M","LE LL","35","361\302\265s","","","","0"
"3318","4.256","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4900\302\265s","","","","0"
"3319","4.256","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3320","4.256","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3321","4.258","59:51:34:3a:99:17","LE 1M","LE LL","21","869\302\265s","","","","0"
"3322","4.258","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3323","4.259","59:51:34:3a:99:17","LE 1M","LE LL","21","355\302\265s","","","","0"
"3324","4.260","fa:0d:ac:60:77:f4","LE 1M","LE LL","35","944\302\265s","","","","0"
"3325","4.261","fa:0d:ac:60:77:f4","LE 1M","LE LL","35","360\302\265s","","","","0"
"3326","4.261","fa:0d:ac:60:77:f4","LE 1M","LE LL","35","360\302\265s","","","","0"
"3327","4.262","IntelCor_54:a9:15","LE 1M","LE LL","12","151\302\265s","","","","0"
"3328","4.268","SamsungE_1e:32:63","LE 1M","LE LL","37","5814\302\265s","","","","0"
"3329","4.272","51:48:89:c2:ea:aa","LE 1M","LE LL","37","4141\302\265s","","","","0"
"3330","4.273","51:48:89:c2:ea:aa","LE 1M","LE LL","37","157\302\265s","","","","0"
"3331","4.278","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4813\302\265s","","","","0"
"3332","4.279","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3333","4.279","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3334","4.288","08:9a:ba:f9:a8:35","LE 1M","LE LL","36","9123\302\265s","","","","0"
"3335","4.289","08:9a:ba:f9:a8:35","LE 1M","LE LL","36","136\302\265s","","","","0"
"3336","4.294","05:93:c9:59:2d:4d","LE 1M","LE LL","34","4513\302\265s","","","","0"
"3337","4.295","06:94:a3:57:80:5b","LE 1M","LE LL","37","1401\302\265s","","","","0"
"3338","4.297","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","886\302\265s","","","","0"
"3339","4.297","16:7d:c8:6c:ea:aa","LE 1M","LE LL","36","137\302\265s","","","","0"
"3340","4.303","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","5097\302\265s","","","","0"
"3341","4.303","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","369\302\265s","","","","0"
"3342","4.304","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"3343","4.306","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1427\302\265s","","","","0"
"3344","4.306","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3345","4.306","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3346","4.317","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","10589\302\265s","","","","0"
"3347","4.318","7d:1c:43:d0:f1:a3","LE 1M","LE LL","21","363\302\265s","","","","0"
"3348","4.318","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","355\302\265s","","","","0"
"3349","4.321","45:1f:ef:b5:41:fd","LE 1M","LE LL","34","2107\302\265s","","","","0"
"3350","4.324","SamsungE_1e:32:63","LE 1M","LE LL","37","3277\302\265s","","","","0"
"3351","4.325","Sennheis_e9:47:25","LE 1M","LE LL","15","560\302\265s","","","","0"
"3352","4.331","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5041\302\265s","","","","0"
"3353","4.331","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3354","4.331","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3355","4.332","0e:22:ea:02:0f:bb","LE 1M","LE LL","37","117\302\265s","","","","0"
"3356","4.332","0e:22:ea:02:0f:bb","LE 1M","LE LL","37","191\302\265s","","","","0"
"3357","4.333","0e:22:ea:02:0f:bb","LE 1M","LE LL","37","194\302\265s","","","","0"
"3358","4.341","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","7389\302\265s","","","","0"
"3359","4.341","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3360","4.342","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3361","4.349","82:e8:2c:83:3b:90","LE 1M","LE LL","35","6653\302\265s","","","","0"
"3362","4.350","82:e8:2c:83:3b:90","LE 1M","LE LL","35","360\302\265s","","","","0"
"3363","4.350","82:e8:2c:83:3b:90","LE 1M","LE LL","35","360\302\265s","","","","0"
"3364","4.351","01:61:72:42:77:a7","LE 1M","LE LL","37","436\302\265s","","","","0"
"3365","4.352","01:61:72:42:77:a7","LE 1M","LE LL","37","177\302\265s","","","","0"
"3366","4.352","01:61:72:42:77:a7","LE 1M","LE LL","37","194\302\265s","","","","0"
"3367","4.357","SamsungE_1e:18:bf","LE 1M","LE LL","34","3967\302\265s","","","","0"
"3368","4.357","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","325\302\265s","","","","0"
"3369","4.358","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3370","4.360","fa:0d:ac:60:77:f4","LE 1M","LE LL","35","2019\302\265s","","","","0"
"3371","4.361","fa:0d:ac:60:77:f4","LE 1M","LE LL","35","360\302\265s","","","","0"
"3372","4.361","fa:0d:ac:60:77:f4","LE 1M","LE LL","35","360\302\265s","","","","0"
"3373","4.374","27:cc:97:e0:75:84","LE 1M","LE LL","37","12126\302\265s","","","","0"
"3374","4.374","27:cc:97:e0:75:84","LE 1M","LE LL","37","179\302\265s","","","","0"
"3375","4.375","27:cc:97:e0:75:84","LE 1M","LE LL","37","179\302\265s","","","","0"
"3376","4.380","51:48:89:c2:ea:aa","LE 1M","LE LL","37","4638\302\265s","","","","0"
"3377","4.380","51:48:89:c2:ea:aa","LE 1M","LE LL","37","157\302\265s","","","","0"
"3378","4.381","51:48:89:c2:ea:aa","LE 1M","LE LL","37","157\302\265s","","","","0"
"3379","4.383","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1686\302\265s","","","","0"
"3380","4.384","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"3381","4.384","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3382","4.389","d0:44:40:ce:9d:86","LE 1M","LE LL","14","5181\302\265s","","","","0"
"3383","4.390","d0:44:40:ce:9d:86","LE 1M","LE LL","14","132\302\265s","","","","0"
"3384","4.397","06:94:a3:57:80:5b","LE 1M","LE LL","37","6676\302\265s","","","","0"
"3385","4.404","SamsungE_1e:32:63","LE 1M","LE LL","37","7216\302\265s","","","","0"
"3386","4.410","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5290\302\265s","","","","0"
"3387","4.410","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3388","4.414","14:14:25:76:4d:47","LE 1M","LE LL","37","3366\302\265s","","","","0"
"3389","4.414","14:14:25:76:4d:47","LE 1M","LE LL","37","180\302\265s","","","","0"
"3390","4.415","14:14:25:76:4d:47","LE 1M","LE LL","37","180\302\265s","","","","0"
"3391","4.432","SamsungE_1e:32:63","LE 1M","LE LL","37","16359\302\265s","","","","0"
"3392","4.435","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2788\302\265s","","","","0"
"3393","4.435","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3394","4.437","23:c9:ae:6c:08:e3","LE 1M","LE LL","37","1402\302\265s","","","","0"
"3395","4.437","23:c9:ae:6c:08:e3","LE 1M","LE LL","37","193\302\265s","","","","0"
"3396","4.438","23:c9:ae:6c:08:e3","LE 1M","LE LL","37","194\302\265s","","","","0"
"3397","4.440","0e:22:ea:02:0f:bb","LE 1M","LE LL","37","1578\302\265s","","","","0"
"3398","4.440","0e:22:ea:02:0f:bb","LE 1M","LE LL","37","186\302\265s","","","","0"
"3399","4.441","0e:22:ea:02:0f:bb","LE 1M","LE LL","37","194\302\265s","","","","0"
"3400","4.443","59:51:34:3a:99:17","LE 1M","LE LL","21","1116\302\265s","","","","0"
"3401","4.443","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3402","4.444","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3403","4.449","82:e8:2c:83:3b:90","LE 1M","LE LL","35","4926\302\265s","","","","0"
"3404","4.450","82:e8:2c:83:3b:90","LE 1M","LE LL","35","360\302\265s","","","","0"
"3405","4.450","82:e8:2c:83:3d:90","LE 1M","LE LL","35","359\302\265s","","","","0"
"3406","4.458","01:61:72:42:77:a7","LE 1M","LE LL","37","7311\302\265s","","","","0"
"3407","4.459","01:61:72:42:77:a7","LE 1M","LE LL","37","192\302\265s","","","","0"
"3408","4.459","01:61:72:42:77:a7","LE 1M","LE LL","37","194\302\265s","","","","0"
"3409","4.467","00:7d:c4:73:eb:8d","LE 1M","LE LL","37","7419\302\265s","","","","0"
"3410","4.467","00:7d:c4:73:eb:8d","LE 1M","LE LL","37","181\302\265s","","","","0"
"3411","4.468","00:7d:c4:73:eb:8d","LE 1M","LE LL","37","179\302\265s","","","","0"
"3412","4.469","fa:0d:ac:60:77:f4","LE 1M","LE LL","35","239\302\265s","","","","0"
"3413","4.469","fa:0d:ac:60:77:f4","LE 1M","LE LL","35","359\302\265s","","","","0"
"3414","4.470","fa:0d:ac:60:77:f4","LE 1M","LE LL","35","361\302\265s","","","","0"
"3415","4.471","21:7a:9c:33:34:d4","LE 1M","LE LL","37","305\302\265s","","","","0"
"3416","4.471","21:7a:9c:33:34:d4","LE 1M","LE LL","37","249\302\265s","","","","0"
"3417","4.472","21:7a:9c:33:34:d4","LE 1M","LE LL","37","249\302\265s","","","","0"
"3418","4.474","27:cc:97:e0:75:84","LE 1M","LE LL","37","1445\302\265s","","","","0"
"3419","4.474","27:cc:97:e0:75:84","LE 1M","LE LL","37","178\302\265s","","","","0"
"3420","4.475","27:cc:97:e0:75:84","LE 1M","LE LL","37","178\302\265s","","","","0"
"3421","4.476","2b:30:4f:37:6b:88","LE 1M","LE LL","34","811\302\265s","","","","0"
"3422","4.477","2b:30:4f:37:6b:88","LE 1M","LE LL","34","132\302\265s","","","","0"
"3423","4.477","2a:b0:4f:37:6b:88","LE 1M","LE LL","34","132\302\265s","","","","0"
"3424","4.482","SamsungE_1e:32:63","LE 1M","LE LL","37","4777\302\265s","","","","0"
"3425","4.484","IntelCor_54:a9:15","LE 1M","LE LL","12","1086\302\265s","","","","0"
"3426","4.489","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5084\302\265s","","","","0"
"3427","4.489","51:48:89:c2:ea:aa","LE 1M","LE LL","37","192\302\265s","","","","0"
"3428","4.490","51:48:89:c2:ea:aa","LE 1M","LE LL","37","157\302\265s","","","","0"
"3429","4.490","51:48:89:c2:ea:aa","LE 1M","LE LL","37","157\302\265s","","","","0"
"3430","4.496","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","5466\302\265s","","","","0"
"3431","4.497","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"3432","4.497","IntelCor_54:a9:15","LE 1M","LE LL","12","150\302\265s","","","","0"
"3433","4.498","7c:86:33:7b:0b:6d","LE 1M","LE LL","6","151\302\265s","","","","0"
"3434","4.498","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","132\302\265s","","","","0"
"3435","4.499","08:9a:ba:f9:a8:35","LE 1M","LE LL","36","751\302\265s","","","","0"
"3436","4.499","08:9a:ba:f9:a8:35","LE 1M","LE LL","36","137\302\265s","","","","0"
"3437","4.500","09:92:ba:79:e8:35","LE 1M","LE LL","36","136\302\265s","","","","0"
"3438","4.502","06:94:a3:57:80:5b","LE 1M","LE LL","37","1387\302\265s","","","","0"
"3439","4.504","IntelCor_54:a9:15","LE 1M","LE LL","12","2286\302\265s","","","","0"
"3440","4.505","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","802\302\265s","","","","0"
"3441","4.507","2b:89:b3:73:ef:0b","LE 1M","LE LL","34","1363\302\265s","","","","0"
"3442","4.508","2b:89:b3:73:ef:0b","LE 1M","LE LL","34","132\302\265s","","","","0"
"3443","4.508","2b:89:b3:73:ef:0b","LE 1M","LE LL","34","132\302\265s","","","","0"
"3444","4.510","59:65:2f:65:e4:29","LE 1M","LE LL","24","1828\302\265s","","","","0"
"3445","4.511","59:4b:ef:65:e4:21","LE 1M","LE LL","24","488\302\265s","","","","0"
"3446","4.511","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","246\302\265s","","","","0"
"3447","4.523","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","11577\302\265s","","","","0"
"3448","4.524","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3449","4.525","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3450","4.539","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","14544\302\265s","","","","0"
"3451","4.540","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3452","4.540","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3453","4.546","23:c9:ae:6c:08:e3","LE 1M","LE LL","37","5775\302\265s","","","","0"
"3454","4.547","23:c9:ae:6c:08:e3","LE 1M","LE LL","37","198\302\265s","","","","0"
"3455","4.547","23:c9:ae:6c:08:e3","LE 1M","LE LL","37","194\302\265s","","","","0"
"3456","4.549","0e:22:ea:02:0f:bb","LE 1M","LE LL","37","948\302\265s","","","","0"
"3457","4.549","0e:22:ea:02:0f:bb","LE 1M","LE LL","37","186\302\265s","","","","0"
"3458","4.550","0e:22:ea:02:0f:bb","LE 1M","LE LL","37","194\302\265s","","","","0"
"3459","4.551","14:14:25:76:4d:47","LE 1M","LE LL","37","1116\302\265s","","","","0"
"3460","4.552","14:14:25:76:4d:47","LE 1M","LE LL","37","180\302\265s","","","","0"
"3461","4.552","14:14:25:76:4d:47","LE 1M","LE LL","37","180\302\265s","","","","0"
"3462","4.556","82:e8:2c:83:3b:90","LE 1M","LE LL","35","3644\302\265s","","","","0"
"3463","4.557","82:e8:2c:83:3b:90","LE 1M","LE LL","35","360\302\265s","","","","0"
"3464","4.558","82:e8:2c:83:3b:90","LE 1M","LE LL","35","360\302\265s","","","","0"
"3465","4.558","SamsungE_1e:32:63","LE 1M","LE LL","37","289\302\265s","","","","0"
"3466","4.559","01:61:72:42:77:a7","LE 1M","LE LL","37","333\302\265s","","","","0"
"3467","4.560","01:61:72:42:77:a7","LE 1M","LE LL","37","194\302\265s","","","","0"
"3468","4.564","05:93:c9:59:2d:4d","LE 1M","LE LL","34","3787\302\265s","","","","0"
"3469","4.564","05:93:c9:59:2d:4d","LE 1M","LE LL","34","132\302\265s","","","","0"
"3470","4.569","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4192\302\265s","","","","0"
"3471","4.571","fa:0d:ac:60:77:f4","LE 1M","LE LL","35","2019\302\265s","","","","0"
"3472","4.572","fa:0d:ac:60:77:f4","LE 1M","LE LL","35","359\302\265s","","","","0"
"3473","4.573","fa:0d:ac:60:77:f4","LE 1M","LE LL","35","360\302\265s","","","","0"
"3474","4.574","27:cc:97:e0:75:84","LE 1M","LE LL","37","1503\302\265s","","","","0"
"3475","4.575","27:cc:97:e0:75:84","LE 1M","LE LL","37","178\302\265s","","","","0"
"3476","4.576","27:cc:97:e0:75:84","LE 1M","LE LL","37","178\302\265s","","","","0"
"3477","4.578","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","1752\302\265s","","","","0"
"3478","4.578","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"3479","4.579","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"3480","4.580","SamsungE_1e:32:63","LE 1M","LE LL","37","1128\302\265s","","","","0"
"3481","4.584","0b:e5:ef:5b:10:c6","LE 1M","LE LL","36","3405\302\265s","","","","0"
"3482","4.598","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","13198\302\265s","","","","0"
"3483","4.599","51:48:89:c2:ea:aa","LE 1M","LE LL","37","815\302\265s","","","","0"
"3484","4.599","51:48:89:c2:ea:aa","LE 1M","LE LL","37","157\302\265s","","","","0"
"3485","4.600","51:48:89:c2:ea:aa","LE 1M","LE LL","37","158\302\265s","","","","0"
"3486","4.605","06:94:a3:57:80:5b","LE 1M","LE LL","37","4628\302\265s","","","","0"
"3487","4.605","06:94:a3:57:80:5b","LE 1M","LE LL","37","178\302\265s","","","","0"
"3488","4.606","06:94:a3:57:80:5b","LE 1M","LE LL","37","178\302\265s","","","","0"
"3489","4.619","55:01:2a:98:35:1d","LE 1M","LE LL","23","12498\302\265s","","","","0"
"3490","4.620","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","745\302\265s","","","","0"
"3491","4.620","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3492","4.625","59:51:34:3a:99:17","LE 1M","LE LL","21","4616\302\265s","","","","0"
"3493","4.626","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3494","4.626","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3495","4.637","SamsungE_1e:32:63","LE 1M","LE LL","37","10766\302\265s","","","","0"
